"cam","BB","BO","TO","TB","TS","SB","Top.Roughness","Dist.FW","FPAR","Elevation","isothermal","Veg","Land.Use","Soil.Class"
"HR-C10",1,3,0,2,0,0,60,7507.86572265625,0.34107032418251,124.750244140625,0.533863246440887,"Woodland","Reserve","8"
"HR-C2",0,0,0,1,0,1,155,8701.3388671875,0.32015472650528,77.0718383789062,0.532223343849182,"TallEuc","Reserve","8"
"HR-C3",0,0,0,14,0,4,155,8701.3388671875,0.32015472650528,77.0718383789062,0.532223343849182,"TallEuc","Reserve","8"
"HR-C4_S1",0,0,0,4,0,0,157,7951.025390625,0.365462839603424,196.711563110352,0.521540462970734,"Human/Other","ModifiedNative","8"
"HR-C5",0,0,0,11,0,2,157,7951.025390625,0.365462839603424,196.711563110352,0.521540462970734,"Human/Other","ModifiedNative","8"
"HR-C6",0,0,0,3,0,2,155,8701.3388671875,0.32015472650528,77.0718383789062,0.532223343849182,"TallEuc","Reserve","8"
"HR-C7",0,0,0,13,0,7,157,7951.025390625,0.365462839603424,196.711563110352,0.521540462970734,"Human/Other","ModifiedNative","8"
"HR-C8",1,1,1,6,0,2,60,7507.86572265625,0.34107032418251,124.750244140625,0.533863246440887,"Woodland","Reserve","8"
"HR-C9",2,0,0,1,0,0,60,7507.86572265625,0.34107032418251,124.750244140625,0.533863246440887,"Woodland","Reserve","8"
"HR-GT",0,1,0,0,0,0,60,7507.86572265625,0.34107032418251,124.750244140625,0.533863246440887,"Woodland","Reserve","8"
"HR-TR",0,0,0,0,0,3,60,7507.86572265625,0.34107032418251,124.750244140625,0.533863246440887,"Woodland","Reserve","8"
"JC-CEN",1,0,0,2,0,0,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"JC-CO-1",0,0,0,2,0,0,118,10677.5966796875,0.304444134235382,81.4096069335938,0.533799231052399,"Human/Other","Urban","8"
"JC-CO-2",0,0,0,15,0,2,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"JC-CO-3_S1-6",0,0,0,0,0,3,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"JC-CO-4",0,0,0,1,0,0,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"JC-PM-12",0,0,0,1,0,1,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"JC-PM-23",0,0,0,0,0,4,99,9934.9853515625,0.286773085594177,152.056274414062,0.52515721321106,"TallEuc","Reserve","8"
"LH-CX1",0,0,0,0,0,0,12,967.95166015625,0.283940821886063,756.942687988281,0.504915118217468,"TallEuc","Reserve","4"
"LH-CX1_S1-2",0,0,0,1,0,4,12,967.95166015625,0.283940821886063,756.942687988281,0.504915118217468,"TallEuc","Reserve","4"
"LH-CX2",0,0,0,0,0,0,58,1671.42895507812,0.293013602495193,784.275207519531,0.507306158542633,"TallEuc","ModifiedNative","4"
"LH-CX2_S1",0,0,0,0,0,0,58,1671.42895507812,0.293013602495193,784.275207519531,0.507306158542633,"TallEuc","ModifiedNative","4"
"LH-CX3_S1",0,0,0,0,0,0,19,1965.70837402344,0.281703323125839,782.919799804688,0.506541073322296,"TallEuc","Reserve","4"
"LH-N1",0,0,0,0,0,3,81,1023.64959716797,0.248502999544144,807.904663085938,0.498466819524765,"TallEuc","Reserve","4"
"LH-N2",0,0,0,0,4,0,66,1879.78540039062,0.367529690265656,723.630493164062,0.508663833141327,"Grassland","Reserve","4"
"LH-N3",1,0,0,1,0,3,76,2736.2177734375,0.300130158662796,869.354858398438,0.496116757392883,"TallEuc","Reserve","4"
"LH-N4",0,0,0,1,3,1,12,656.972473144531,0.31440657377243,785.910278320312,0.508324682712555,"Woodland","Reserve","4"
"LH-N5",0,0,0,0,0,0,15,5461.517578125,0.258370846509933,733.962097167969,0.511789262294769,"TallEuc","ModifiedNative","4"
"LH-S1-C1",0,0,0,0,0,0,16,9546.15625,0.268364548683167,428.139282226562,0.52375328540802,"Woodland","Reserve","9"
"LH-S1-C1_S1",0,0,0,0,0,0,29,8144.61474609375,0.34264612197876,539.389709472656,0.508662223815918,"Rainforest","Reserve","9"
"LH-S1-C1_S2",0,0,0,0,0,0,29,8144.61474609375,0.34264612197876,539.389709472656,0.508662223815918,"Rainforest","Reserve","9"
"LH-S1-C1_S3",0,0,0,0,0,0,29,8144.61474609375,0.34264612197876,539.389709472656,0.508662223815918,"Rainforest","Reserve","9"
"LH-S1-C2_S1",0,0,0,0,0,0,38,11478.9794921875,0.352611660957336,466.068298339844,0.515879452228546,"Shurbland","Reserve","9"
"LH-S1-C2_S2-5",0,0,0,0,0,0,38,11478.9794921875,0.352611660957336,466.068298339844,0.515879452228546,"Shurbland","Reserve","9"
"LH-S1-C3_S1",0,0,0,0,0,0,50,12328.455078125,0.327458053827286,451.155487060547,0.51688277721405,"Grassland","Reserve","9"
"LH-S1-C3_S2-6",0,0,0,0,0,2,50,12328.455078125,0.327458053827286,451.155487060547,0.51688277721405,"Grassland","Reserve","9"
"LH-S1-C4",0,0,0,0,0,0,98,14535.0283203125,0.27225324511528,438.955383300781,0.513941526412964,"Shurbland","Reserve","9"
"LH-S1-C4_S1-5",0,0,0,0,0,0,52,11536.693359375,0.285279422998428,559.249816894531,0.512035489082336,"Grassland","Reserve","9"
"LH-S1-C5",0,0,0,0,0,0,29,8144.61474609375,0.34264612197876,539.389709472656,0.508662223815918,"Rainforest","Reserve","9"
"LH-S1-C5_S1",0,0,0,0,0,0,52,11536.693359375,0.285279422998428,559.249816894531,0.512035489082336,"Grassland","Reserve","9"
"LH-S1-C5_S2-5",0,19,0,5,0,8,52,11536.693359375,0.285279422998428,559.249816894531,0.512035489082336,"Grassland","Reserve","9"
"LH-S10-C1",0,0,0,0,0,0,54,1164.69873046875,0.272420972585678,780.262634277344,0.505581915378571,"Grassland","ModifiedNative","4"
"LH-S10-C1_S1-2",0,0,0,1,0,6,54,1164.69873046875,0.272420972585678,780.262634277344,0.505581915378571,"Grassland","ModifiedNative","4"
"LH-S10-C2",5,0,2,0,0,40,84,923.605285644531,0.25093486905098,794.136291503906,0.503930389881134,"Shurbland","ModifiedNative","4"
"LH-S10-C3_S1",0,0,0,0,0,0,84,923.605285644531,0.25093486905098,794.136291503906,0.503930389881134,"Shurbland","ModifiedNative","4"
"LH-S10-C4",0,0,0,0,0,0,30,4943.87353515625,0.249458178877831,699.374877929688,0.510427474975586,"TallEuc","Reserve","4"
"LH-S10-C4_S1-2",0,0,0,0,0,0,30,4943.87353515625,0.249458178877831,699.374877929688,0.510427474975586,"TallEuc","Reserve","4"
"LH-S2-C1",0,0,0,0,0,0,64,7005.5986328125,0.312355220317841,443.151916503906,0.516693294048309,"Woodland","Reserve","9"
"LH-S2-C1_S1-6",5,0,0,10,0,9,64,7005.5986328125,0.312355220317841,443.151916503906,0.516693294048309,"Woodland","Reserve","9"
"LH-S2-C2",6,0,0,20,0,21,64,7005.5986328125,0.312355220317841,443.151916503906,0.516693294048309,"Woodland","Reserve","9"
"LH-S2-C3",0,0,0,0,0,0,61,7853.1435546875,0.320979297161102,393.936706542969,0.521195352077484,"TallEuc","Reserve","9"
"LH-S2-C3_S1",0,0,0,0,0,0,61,7853.1435546875,0.320979297161102,393.936706542969,0.521195352077484,"TallEuc","Reserve","9"
"LH-S2-C4",0,0,0,0,0,0,61,7853.1435546875,0.320979297161102,393.936706542969,0.521195352077484,"TallEuc","Reserve","9"
"LH-S2-C4_S1",0,0,0,0,0,0,61,7853.1435546875,0.320979297161102,393.936706542969,0.521195352077484,"TallEuc","Reserve","9"
"LH-S2-C4_S2",0,0,0,1,0,0,61,7853.1435546875,0.320979297161102,393.936706542969,0.521195352077484,"TallEuc","Reserve","9"
"LH-S2-C5",0,0,0,0,0,0,46,7991.87060546875,0.338225066661835,500.574523925781,0.513724446296692,"Woodland","Reserve","9"
"LH-S2-C5_S1",0,0,0,0,0,0,46,7991.87060546875,0.338225066661835,500.574523925781,0.513724446296692,"Woodland","Reserve","9"
"LH-S3-C1_S1",0,0,1,0,0,0,37,3527.67822265625,0.339977979660034,849.442993164062,0.496073544025421,"Grassland","Reserve","4"
"LH-S3-C2",0,0,1,2,0,39,37,3527.67822265625,0.339977979660034,849.442993164062,0.496073544025421,"Grassland","Reserve","4"
"LH-S3-C3",0,3,0,2,7,42,66,1879.78540039062,0.367529690265656,723.630493164062,0.508663833141327,"Grassland","Reserve","4"
"LH-S3-C4",1,0,0,0,0,14,11,684.844116210938,0.330839961767197,766.893920898438,0.500999093055725,"Grassland","Reserve","4"
"LH-S3-C5",0,0,0,0,0,0,20,1187.763671875,0.359543979167938,735.69384765625,0.502222836017609,"TallEuc","Reserve","4"
"LH-S3-C5_S1",0,0,0,3,0,0,20,1187.763671875,0.359543979167938,735.69384765625,0.502222836017609,"TallEuc","Reserve","4"
"LH-S4-C1_S1",0,0,0,0,0,0,34,3486.28149414062,0.31510254740715,823.539245605469,0.494251281023026,"Woodland","Reserve","4"
"LH-S4-C1_S2-6",8,0,3,1,11,52,34,3486.28149414062,0.31510254740715,823.539245605469,0.494251281023026,"Woodland","Reserve","4"
"LH-S4-C2",30,0,0,0,0,11,18,2639.24047851562,0.290125846862793,758.824645996094,0.503963947296143,"Rainforest","Reserve","4"
"LH-S4-C3",0,0,0,0,0,0,9,2585.5869140625,0.30207633972168,781.815490722656,0.501628637313843,"Grassland","Reserve","4"
"LH-S4-C3_S3",1,0,0,0,0,0,9,2585.5869140625,0.30207633972168,781.815490722656,0.501628637313843,"Grassland","Reserve","4"
"LH-S4-C4",0,0,0,0,0,0,23,2043.19787597656,0.279524266719818,793.412353515625,0.503108084201813,"Grassland","Reserve","4"
"LH-S4-C4_S1-2",2,0,0,11,0,4,23,2043.19787597656,0.279524266719818,793.412353515625,0.503108084201813,"Grassland","Reserve","4"
"LH-S4-C5",21,0,0,1,0,1,25,1232.99011230469,0.284329861402512,779.00244140625,0.504034399986267,"Grassland","Reserve","4"
"LH-S5-C2",0,0,0,0,0,0,35,1991.208984375,0.308120399713516,806.714904785156,0.50134551525116,"TallEuc","Reserve","4"
"LH-S5-C2_S1",0,0,0,0,0,0,51,1169.91662597656,0.255196303129196,798.740417480469,0.499325424432755,"TallEuc","Reserve","4"
"LH-S5-C3",0,0,0,0,0,0,40,1892.70629882812,0.241990402340889,784.486083984375,0.501255810260773,"TallEuc","Reserve","4"
"LH-S5-C3_S1",0,0,0,0,0,0,40,1892.70629882812,0.241990402340889,784.486083984375,0.501255810260773,"TallEuc","Reserve","4"
"LH-S5-C4_S1",0,0,0,0,0,0,56,807.620910644531,0.267672568559647,777.925476074219,0.502288639545441,"TallEuc","Reserve","4"
"LH-S5-C5",0,0,0,0,0,0,29,1661.20788574219,0.28595170378685,790.349731445312,0.503798007965088,"Grassland","Reserve","4"
"LH-S5-C5_S2-5",0,0,3,4,0,68,29,1661.20788574219,0.28595170378685,790.349731445312,0.503798007965088,"Grassland","Reserve","4"
"LH-S6-C1",8,0,0,53,0,15,41,1536.08459472656,0.316462427377701,804.380737304688,0.502154767513275,"Rainforest","Reserve","4"
"LH-S6-C2",0,0,0,0,0,0,69,926.339904785156,0.291211634874344,825.066345214844,0.503065347671509,"Shurbland","Reserve","4"
"LH-S6-C2_S1",0,0,0,0,0,0,41,1536.08459472656,0.316462427377701,804.380737304688,0.502154767513275,"Rainforest","Reserve","4"
"LH-S6-C3",0,0,0,0,0,0,160,2189.80541992188,0.300953298807144,919.378601074219,0.487217962741852,"Rainforest","Reserve","4"
"LH-S6-C3_S1",0,0,0,6,0,1,160,2189.80541992188,0.300953298807144,919.378601074219,0.487217962741852,"Rainforest","Reserve","4"
"LH-S6-C4",2,0,0,27,1,9,54,3009.29028320312,0.327828764915466,921.871826171875,0.494665592908859,"TallEuc","Reserve","4"
"LH-S6-C5",11,0,0,54,0,18,76,2736.2177734375,0.300130158662796,869.354858398438,0.496116757392883,"TallEuc","Reserve","4"
"LH-S7-C1",0,0,0,0,0,0,103,961.718933105469,0.253719538450241,792.050537109375,0.50569760799408,"Woodland","Reserve","8"
"LH-S7-C1_S1",0,0,0,0,0,1,103,961.718933105469,0.253719538450241,792.050537109375,0.50569760799408,"Woodland","Reserve","8"
"LH-S7-C2",0,0,9,33,0,6,15,2104.52294921875,0.268329858779907,766.752136230469,0.508867084980011,"Shurbland","Reserve","4"
"LH-S7-C3",0,0,0,0,0,0,40,1753.30883789062,0.292069613933563,749.281188964844,0.510121822357178,"Woodland","ModifiedNative","4"
"LH-S7-C3_S4",0,0,0,1,0,0,40,1753.30883789062,0.292069613933563,749.281188964844,0.510121822357178,"Woodland","ModifiedNative","4"
"LH-S7-C4",0,0,0,0,0,0,41,1501.70837402344,0.26246452331543,799.322021484375,0.506222784519196,"TallEuc","ModifiedNative","8"
"LH-S7-C4_S1",0,0,0,0,0,0,18,1223.166015625,0.265084058046341,781.139953613281,0.506116628646851,"Woodland","ModifiedNative","4"
"LH-S7-C4_S2-3",0,1,0,7,1,1,18,1223.166015625,0.265084058046341,781.139953613281,0.506116628646851,"Woodland","ModifiedNative","4"
"LH-S7-C5_S1",0,0,0,0,0,0,12,656.972473144531,0.31440657377243,785.910278320312,0.508324682712555,"Woodland","Reserve","4"
"LH-S8-C1_S1",0,0,0,0,0,0,24,2927.15747070312,0.307522088289261,795.364868164062,0.508444786071777,"TallEuc","ModifiedNative","4"
"LH-S8-C2",0,3,0,5,0,54,33,2572.12866210938,0.300131261348724,815.127990722656,0.505397260189056,"TallEuc","ModifiedNative","4"
"LH-S8-C3",0,0,0,0,0,0,58,1671.42895507812,0.293013602495193,784.275207519531,0.507306158542633,"TallEuc","ModifiedNative","4"
"LH-S8-C3_S1",0,0,0,0,0,0,58,1671.42895507812,0.293013602495193,784.275207519531,0.507306158542633,"TallEuc","ModifiedNative","4"
"LH-S8-C4",0,0,0,0,0,0,52,1010.41546630859,0.273642748594284,798.128540039062,0.506707966327667,"TallEuc","ModifiedNative","4"
"LH-S8-C4_S1",0,0,0,0,0,0,52,1010.41546630859,0.273642748594284,798.128540039062,0.506707966327667,"TallEuc","ModifiedNative","4"
"LH-S8-C4_S2-4",0,7,0,15,0,25,52,1010.41546630859,0.273642748594284,798.128540039062,0.506707966327667,"TallEuc","ModifiedNative","4"
"LH-S8-C5",0,0,0,0,0,0,14,2060.58422851562,0.292360574007034,753.093017578125,0.51257860660553,"TallEuc","Reserve","4"
"LH-S8-C5_S1",0,0,0,0,0,0,14,2060.58422851562,0.292360574007034,753.093017578125,0.51257860660553,"TallEuc","Reserve","4"
"LH-S9-C1",0,0,0,0,0,0,22,5667.5703125,0.247957706451416,736.867858886719,0.510609149932861,"TallEuc","ModifiedNative","4"
"LH-S9-C1_S1",0,0,0,0,1,4,42,6337.35400390625,0.270218789577484,891.270080566406,0.497516423463821,"Shurbland","ModifiedNative","4"
"LH-S9-C2",7,0,0,0,0,3,32,6008.177734375,0.251047760248184,818.146118164062,0.5047407746315,"TallEuc","ModifiedNative","4"
"LH-S9-C3",0,0,0,0,0,0,15,5461.517578125,0.258370846509933,733.962097167969,0.511789262294769,"TallEuc","ModifiedNative","4"
"LH-S9-C3_S1-2",0,0,0,0,0,0,15,5461.517578125,0.258370846509933,733.962097167969,0.511789262294769,"TallEuc","ModifiedNative","4"
"MR-N1",10,0,0,1,0,0,76,10479.8779296875,0.212169408798218,243.652069091797,0.505977928638458,"TallEuc","Reserve","6"
"MR-N2",2,0,0,0,0,0,25,1538.19702148438,0.18950691819191,171.035140991211,0.506089746952057,"Rainforest","Reserve","5"
"MR-N3",3,0,0,0,2,0,62,3066.09887695312,0.219393372535706,255.257385253906,0.504136025905609,"Grassland","ModifiedNative","11"
"MR-N4",1,0,0,0,0,0,18,8748.2265625,0.186319798231125,205.466217041016,0.51407915353775,"Woodland","ModifiedNative","4"
"MR-N5_S3-6",0,0,0,2,0,0,56,3640.29467773438,0.193636849522591,299.303894042969,0.506435930728912,"Rainforest","Reserve","13"
"MR-S1-C1",1,0,0,27,0,25,102,3820.1259765625,0.183813586831093,333.814880371094,0.509714305400848,"Rainforest","Reserve","4"
"MR-S1-C2",1,0,0,35,0,34,70,3266.37084960938,0.188020467758179,322.480194091797,0.514022648334503,"Rainforest","Reserve","9"
"MR-S1-C3",0,0,0,26,0,27,57,1910.83312988281,0.192329332232475,238.178634643555,0.518920183181763,"Rainforest","Reserve","9"
"MR-S1-C4_S1",0,0,0,0,0,0,16,5427.8623046875,0.202288687229156,194.241561889648,0.516162753105164,"Shurbland","Reserve","4"
"MR-S10-C1_S2",0,0,0,0,0,0,61,3972.31665039062,0.191982239484787,265.5,0.507198691368103,"Rainforest","Reserve","13"
"MR-S10-C1_S4-6",0,0,0,1,0,1,61,3972.31665039062,0.191982239484787,265.5,0.507198691368103,"Rainforest","Reserve","13"
"MR-S10-C2",0,0,0,0,0,0,43,2890.34252929688,0.224998369812965,272.378265380859,0.511201739311218,"Rainforest","Reserve","13"
"MR-S10-C3_S1",0,0,0,0,0,0,21,3421.58642578125,0.234722077846527,129.675888061523,0.5152707695961,"Rainforest","ModifiedNative","4"
"MR-S10-C3_S2-4",5,0,0,12,0,1,21,3421.58642578125,0.234722077846527,129.675888061523,0.5152707695961,"Rainforest","ModifiedNative","4"
"MR-S10-C4_S2-6",10,0,0,10,0,1,102,2067.13525390625,0.21870619058609,106.187271118164,0.516215443611145,"Rainforest","ModifiedNative","4"
"MR-S10-C5_S1-6",5,0,0,14,0,6,102,2067.13525390625,0.21870619058609,106.187271118164,0.516215443611145,"Rainforest","ModifiedNative","4"
"MR-S2-C1",4,0,0,0,0,11,41,7834.41552734375,0.26843249797821,106.304817199707,0.510535776615143,"Grassland","Reserve","9"
"MR-S2-C2",0,0,0,1,0,7,37,8791.7529296875,0.295255213975906,159.669769287109,0.508296549320221,"Grassland","Reserve","9"
"MR-S2-C3_S1",0,0,0,0,0,0,18,8762.716796875,0.313356637954712,129.593765258789,0.510912716388702,"Grassland","Reserve","9"
"MR-S2-C3_S2-3",1,0,0,0,0,15,18,8762.716796875,0.313356637954712,129.593765258789,0.510912716388702,"Grassland","Reserve","9"
"MR-S2-C4",0,0,0,0,0,0,42,10344.328125,0.217934399843216,198.957153320312,0.507980346679688,"Woodland","Reserve","6"
"MR-S2-C4_S1",2,0,0,0,0,0,42,10344.328125,0.217934399843216,198.957153320312,0.507980346679688,"Woodland","Reserve","6"
"MR-S2-C5_S1",0,0,0,0,0,0,12,10440.3720703125,0.198864459991455,184.55256652832,0.510887265205383,"TallEuc","ModifiedNative","4"
"MR-S2-C5_S2-5",21,0,0,31,0,2,12,10440.3720703125,0.198864459991455,184.55256652832,0.510887265205383,"TallEuc","ModifiedNative","4"
"MR-S3-C1",0,0,0,0,0,0,25,1538.19702148438,0.18950691819191,171.035140991211,0.506089746952057,"Rainforest","Reserve","5"
"MR-S3-C1_S1",0,0,0,0,0,0,25,1538.19702148438,0.18950691819191,171.035140991211,0.506089746952057,"Rainforest","Reserve","5"
"MR-S3-C2_S1",0,0,0,2,0,0,30,1974.52575683594,0.230542808771133,172.030166625977,0.505998313426971,"Rainforest","Reserve","13"
"MR-S3-C3",18,0,0,13,0,0,9,3524.19970703125,0.222441434860229,145.01057434082,0.508505582809448,"TallEuc","Reserve","13"
"MR-S3-C4_S2-6",43,0,0,2,0,25,21,4982.18212890625,0.283428370952606,128.426147460938,0.509217321872711,"Grassland","Reserve","5"
"MR-S3-C5",2,0,0,0,0,5,17,6992.08935546875,0.21150167286396,100.298278808594,0.510607063770294,"TallEuc","Reserve","5"
"MR-S4-C1",16,0,0,7,0,1,23,6109.779296875,0.297826200723648,237.117874145508,0.502745449542999,"Grassland","ModifiedNative","9"
"MR-S4-C3",2,0,0,7,0,4,38,7009.6376953125,0.264792829751968,186.100051879883,0.505883634090424,"Shurbland","Reserve","9"
"MR-S4-C3_S1",1,0,0,3,0,0,38,7009.6376953125,0.264792829751968,186.100051879883,0.505883634090424,"Shurbland","Reserve","9"
"MR-S4-C4",0,0,0,4,0,1,45,6015.2216796875,0.33291232585907,243.399658203125,0.504158794879913,"Grassland","Reserve","11"
"MR-S4-C5",0,0,0,0,0,2,19,5407.44384765625,0.284669697284698,223.208236694336,0.506068229675293,"Grassland","Reserve","11"
"MR-S5-C1_S1-5",12,0,0,7,0,9,19,4202.46484375,0.222938001155853,266.696502685547,0.500737905502319,"Rainforest","ModifiedNative","11"
"MR-S5-C2_S2-3",0,0,0,5,0,2,52,4673.94384765625,0.32182189822197,250.237274169922,0.502464890480042,"Grassland","ModifiedNative","11"
"MR-S5-C3_S1-6",1,0,0,10,0,16,68,4056.91870117188,0.238950416445732,225.014465332031,0.506598114967346,"Grassland","Reserve","5"
"MR-S5-C4",0,0,0,0,0,0,23,2733.32080078125,0.313530653715134,191.54475402832,0.508142650127411,"Grassland","Reserve","11"
"MR-S5-C5",8,0,0,34,0,10,43,2985.73876953125,0.212578535079956,249.611083984375,0.507711291313171,"Woodland","Reserve","5"
"MR-S5-C5_S1",0,0,0,2,0,2,43,2985.73876953125,0.212578535079956,249.611083984375,0.507711291313171,"Woodland","Reserve","5"
"MR-S6-C1",4,0,0,9,7,1,26,1253.037109375,0.19888961315155,139.212814331055,0.509393930435181,"TallEuc","ModifiedNative","5"
"MR-S6-C1_S1",0,0,0,0,0,0,105,1491.53356933594,0.175729691982269,139.546951293945,0.509044706821442,"TallEuc","ModifiedNative","5"
"MR-S6-C2",0,0,0,0,0,0,37,7833.4033203125,0.291994750499725,227.81706237793,0.508550822734833,"Shurbland","Reserve","11"
"MR-S6-C4",0,0,0,0,0,0,25,1371.89892578125,0.3345887362957,167.909042358398,0.507207214832306,"Grassland","Reserve","11"
"MR-S6-C5",0,0,0,0,0,1,9,7100.083984375,0.212698295712471,208.900314331055,0.510367751121521,"Woodland","Reserve","13"
"MR-S7-C1",3,0,0,1,0,13,23,8504.830078125,0.178217574954033,230.664825439453,0.512962937355042,"TallEuc","ModifiedNative","4"
"MR-S7-C1_S1-4",0,0,0,0,0,1,23,8504.830078125,0.178217574954033,230.664825439453,0.512962937355042,"TallEuc","ModifiedNative","4"
"MR-S7-C2",7,0,0,0,0,9,28,8339.2138671875,0.208301335573196,255.89469909668,0.513155400753021,"Woodland","ModifiedNative","4"
"MR-S7-C3",0,0,0,0,0,7,44,8255.4892578125,0.185670450329781,256.377380371094,0.512471675872803,"Woodland","Reserve","4"
"MR-S7-C4",5,0,0,0,0,14,107,8337.3525390625,0.190740019083023,302.801177978516,0.510770976543427,"Rainforest","Reserve","13"
"MR-S7-C5",3,0,0,0,0,16,56,9012.6455078125,0.179748103022575,401.433807373047,0.506388247013092,"Rainforest","Reserve","13"
"MR-S7-C5_S1-2",3,0,0,1,0,3,54,9051.5673828125,0.185760229825974,362.459564208984,0.508684515953064,"Woodland","Reserve","13"
"MR-S8-C1",0,0,0,0,0,0,42,8967.60546875,0.185433030128479,287.177795410156,0.508759319782257,"Woodland","ModifiedNative","4"
